sample_id,variety,region,quality_score,quality_category,sugar_content_brix,acidity_ph,cluster_weight_g,berry_size_mm,harvest_date,sun_exposure_hours,soil_moisture_percent,rainfall_mm
478,Zinfandel,Rioja,2.87,High,25.25,3.91,210.78,15.37,2023-08-27,10.2,34.7,207.7
479,Cabernet Sauvignon,Barossa Valley,3.19,High,25.96,2.97,196.55,18.91,2023-08-16,10.6,51.1,722.9
480,Pinot Noir,Rioja,2.3,Medium,18.71,3.91,170.57,18.63,2023-09-14,7.8,35.1,468.0
481,Pinot Noir,Bordeaux,2.88,High,26.36,3.19,96.11,12.42,2023-08-29,10.9,53.7,405.8
482,Syrah,Mendoza,1.78,Medium,12.4,4.03,221.78,17.08,2023-08-08,7.8,49.3,282.9
483,Sauvignon Blanc,Barossa Valley,2.5,Medium,20.89,4.12,133.1,18.3,2023-09-01,8.7,54.9,463.7
484,Syrah,Napa Valley,2.19,Medium,10.12,3.01,326.39,18.55,2023-09-11,10.4,30.4,497.8
485,Sauvignon Blanc,Loire Valley,2.29,Medium,16.49,3.45,224.96,13.15,2023-08-28,10.2,37.8,442.2
486,Syrah,Loire Valley,3.0,High,17.33,4.17,227.85,21.13,2023-09-08,11.9,49.7,607.2
487,Merlot,Loire Valley,1.73,Medium,17.92,3.48,156.48,10.38,2023-09-16,7.4,68.0,452.5
488,Pinot Noir,Napa Valley,2.73,High,23.91,4.01,65.6,15.32,2023-09-17,10.0,45.3,776.9
489,Cabernet Sauvignon,Napa Valley,2.83,High,17.77,3.62,59.52,21.7,2023-08-11,9.7,47.0,559.6
490,Sauvignon Blanc,Napa Valley,2.98,High,18.97,3.33,177.0,18.46,2023-08-26,11.5,58.6,684.5
491,Zinfandel,Napa Valley,1.62,Medium,14.75,3.2,75.37,13.92,2023-09-05,6.9,54.2,265.6
492,Sauvignon Blanc,Loire Valley,2.79,High,17.47,3.08,232.05,20.42,2023-08-07,10.5,42.0,438.4
493,Cabernet Sauvignon,Loire Valley,2.31,Medium,14.55,3.87,314.29,18.51,2023-08-25,9.4,46.4,402.1
494,Syrah,Sonoma,2.11,Medium,11.46,3.34,314.87,21.94,2023-08-10,7.6,38.7,541.7
495,Sauvignon Blanc,Barossa Valley,2.92,High,22.07,3.52,247.71,21.03,2023-09-22,8.8,68.6,716.7
496,Riesling,Mendoza,2.74,High,23.36,3.49,113.37,19.15,2023-09-11,8.0,35.2,247.0
497,Merlot,Rioja,2.79,High,22.39,3.61,308.9,17.32,2023-08-20,9.5,44.9,243.5
498,Pinot Noir,Rioja,2.45,Medium,19.27,4.01,315.83,12.0,2023-09-04,11.3,31.0,710.2
499,Cabernet Sauvignon,Bordeaux,2.12,Medium,17.6,4.17,109.0,13.92,2023-08-04,9.4,38.9,327.7
500,Pinot Noir,Loire Valley,3.06,High,27.27,3.37,271.23,16.29,2023-09-02,9.8,61.2,601.3
501,Riesling,Bordeaux,2.62,High,20.38,3.96,135.96,18.99,2023-09-11,9.1,38.0,525.7
502,Sauvignon Blanc,Barossa Valley,2.05,Medium,19.58,3.87,290.79,17.71,2023-08-13,6.3,33.2,699.7
503,Sauvignon Blanc,Barossa Valley,1.53,Medium,10.51,3.6,349.17,14.32,2023-09-28,7.4,49.0,275.1
504,Zinfandel,Bordeaux,1.76,Medium,16.82,4.14,59.01,10.1,2023-08-30,9.0,30.4,277.9
505,Riesling,Loire Valley,2.16,Medium,17.6,3.08,319.21,17.44,2023-09-25,7.9,33.4,534.1
506,Cabernet Sauvignon,Bordeaux,1.81,Medium,17.98,2.95,236.79,14.28,2023-09-08,7.1,62.3,767.8
507,Zinfandel,Rioja,2.81,High,21.6,4.0,342.01,21.02,2023-08-30,9.0,60.9,449.0
508,Merlot,Sonoma,1.96,Medium,20.67,3.41,189.5,10.36,2023-09-22,7.9,66.6,396.2
509,Zinfandel,Rioja,2.44,Medium,22.16,3.99,304.22,18.77,2023-09-07,7.5,64.2,564.0
510,Chardonnay,Tuscany,3.05,High,25.3,4.05,68.72,24.12,2023-08-24,8.8,57.3,758.3
511,Cabernet Sauvignon,Loire Valley,2.13,Medium,26.26,2.89,150.58,12.62,2023-09-30,6.8,32.1,702.2
512,Chardonnay,Loire Valley,3.13,High,24.36,4.04,70.1,17.07,2023-08-24,11.6,61.3,797.3
513,Riesling,Mendoza,3.09,High,29.11,3.43,342.6,11.37,2023-08-31,11.2,63.8,213.5
514,Syrah,Napa Valley,2.35,Medium,10.36,3.51,295.09,19.39,2023-08-31,10.2,62.0,267.7
515,Chardonnay,Tuscany,1.84,Medium,13.92,3.68,305.76,18.26,2023-08-02,6.6,50.3,565.7
516,Merlot,Barossa Valley,2.05,Medium,10.15,4.1,331.39,16.11,2023-08-22,10.7,39.3,692.3
517,Zinfandel,Loire Valley,2.93,High,22.95,2.83,75.53,17.82,2023-09-06,10.8,63.8,371.1
518,Syrah,Bordeaux,3.64,Premium,27.96,3.47,165.68,23.45,2023-09-17,10.6,59.1,343.5
519,Zinfandel,Tuscany,1.54,Medium,14.87,3.76,71.31,12.94,2023-08-25,6.7,69.2,672.2
520,Chardonnay,Mendoza,2.71,High,28.54,3.81,113.24,10.34,2023-08-13,9.9,36.2,233.8
521,Zinfandel,Barossa Valley,2.64,High,11.21,3.77,118.81,22.92,2023-09-13,11.0,39.0,421.6
522,Riesling,Napa Valley,3.15,High,28.69,2.99,190.73,18.66,2023-09-10,9.5,38.5,503.5
523,Syrah,Napa Valley,2.8,High,17.03,3.22,130.57,23.36,2023-09-30,9.9,61.7,536.2
524,Riesling,Mendoza,2.14,Medium,12.03,3.3,80.29,18.95,2023-09-23,8.8,37.5,637.2
525,Chardonnay,Mendoza,2.81,High,19.72,3.93,100.25,22.15,2023-08-22,9.2,32.7,412.9
526,Riesling,Bordeaux,1.69,Medium,15.14,3.19,94.18,16.45,2023-09-23,6.2,69.9,567.6
527,Merlot,Loire Valley,2.62,High,15.7,3.09,341.92,21.25,2023-08-06,9.8,31.0,551.2
528,Chardonnay,Napa Valley,2.09,Medium,16.15,4.14,277.79,23.7,2023-08-20,6.5,63.4,528.6
529,Chardonnay,Barossa Valley,2.8,High,26.06,2.81,340.33,18.58,2023-09-29,8.6,44.6,584.3
530,Chardonnay,Tuscany,1.95,Medium,20.78,4.2,181.92,12.71,2023-09-19,7.8,63.7,355.7
531,Cabernet Sauvignon,Barossa Valley,2.13,Medium,16.23,3.75,133.51,14.03,2023-08-04,9.3,52.2,250.8
532,Zinfandel,Sonoma,1.95,Medium,22.21,3.96,289.49,12.98,2023-08-10,6.8,66.1,271.6
533,Cabernet Sauvignon,Sonoma,2.72,High,24.32,3.21,147.88,13.7,2023-08-10,10.1,67.0,334.7
534,Cabernet Sauvignon,Mendoza,2.26,Medium,15.45,2.82,139.82,14.6,2023-08-11,10.8,30.4,500.1
535,Merlot,Bordeaux,2.14,Medium,18.27,3.83,119.75,18.33,2023-09-05,7.0,33.0,704.3
536,Syrah,Sonoma,1.72,Medium,12.44,3.97,88.9,18.82,2023-08-20,6.6,40.0,620.8
537,Zinfandel,Napa Valley,1.71,Medium,13.62,3.84,126.94,16.4,2023-08-21,6.9,56.8,673.4
538,Riesling,Barossa Valley,3.19,High,23.62,3.0,156.6,19.23,2023-08-18,11.3,65.5,410.6
539,Sauvignon Blanc,Barossa Valley,1.74,Medium,13.63,3.85,252.2,11.22,2023-09-18,9.2,48.4,442.8
540,Chardonnay,Mendoza,2.09,Medium,20.5,3.88,68.77,11.32,2023-08-17,8.8,54.3,436.2
541,Riesling,Loire Valley,2.07,Medium,24.18,3.72,113.15,12.58,2023-08-11,6.6,37.5,315.1
542,Chardonnay,Loire Valley,2.2,Medium,12.14,3.87,292.71,17.77,2023-09-11,9.9,62.2,236.7
543,Merlot,Tuscany,2.64,High,21.35,3.98,94.08,13.21,2023-09-28,11.2,68.7,554.5
544,Chardonnay,Mendoza,2.38,Medium,15.13,3.66,152.79,14.25,2023-08-09,11.0,40.7,793.5
545,Cabernet Sauvignon,Rioja,3.04,High,29.26,2.92,309.4,16.0,2023-08-16,9.8,49.8,300.1
546,Zinfandel,Tuscany,2.46,Medium,19.67,3.48,96.48,22.18,2023-08-12,6.5,33.4,228.0
547,Sauvignon Blanc,Rioja,1.95,Medium,26.12,2.91,74.82,10.21,2023-08-04,6.7,52.4,667.7
548,Pinot Noir,Loire Valley,2.33,Medium,21.0,3.37,195.36,19.74,2023-09-24,6.3,50.1,351.6
549,Chardonnay,Mendoza,1.94,Medium,10.87,3.37,140.73,20.03,2023-09-04,7.5,35.8,697.8
550,Riesling,Rioja,2.54,High,22.66,2.89,219.02,21.98,2023-09-26,6.8,47.7,622.4
551,Cabernet Sauvignon,Mendoza,3.16,High,29.03,3.29,291.14,23.99,2023-09-26,7.6,43.4,767.4
552,Pinot Noir,Mendoza,1.99,Medium,22.03,2.96,91.14,10.3,2023-08-27,8.3,50.9,445.4
553,Sauvignon Blanc,Loire Valley,2.98,High,26.38,3.93,224.21,12.31,2023-09-08,11.7,53.4,597.2
554,Pinot Noir,Tuscany,3.32,High,27.68,4.13,201.65,23.29,2023-09-24,9.7,30.3,478.9
555,Cabernet Sauvignon,Tuscany,2.42,Medium,14.56,2.9,93.22,16.88,2023-08-30,11.0,60.4,578.4
556,Zinfandel,Mendoza,2.38,Medium,14.24,4.14,237.2,18.47,2023-08-06,10.3,58.5,469.8
557,Zinfandel,Sonoma,2.51,High,22.22,3.53,132.09,19.95,2023-08-28,6.7,44.7,313.2
558,Syrah,Bordeaux,2.84,High,18.22,3.22,196.35,20.19,2023-08-06,10.4,32.1,504.7
559,Zinfandel,Loire Valley,2.94,High,26.8,2.91,74.68,23.98,2023-08-21,7.7,60.2,517.2
560,Syrah,Bordeaux,3.51,Premium,28.0,3.5,187.88,24.95,2023-09-17,9.8,68.2,686.4
561,Pinot Noir,Bordeaux,2.38,Medium,17.07,3.91,141.94,20.8,2023-08-26,8.0,39.6,641.3
562,Merlot,Tuscany,2.5,Medium,14.74,3.79,296.71,14.31,2023-09-19,12.0,42.9,598.3
563,Riesling,Tuscany,2.85,High,25.61,2.87,67.09,23.2,2023-08-12,7.6,37.4,268.0
564,Riesling,Sonoma,1.51,Medium,15.5,2.9,175.58,10.74,2023-09-09,7.7,53.1,632.4
565,Pinot Noir,Bordeaux,3.12,High,26.45,3.36,187.53,13.47,2023-08-03,11.6,36.2,500.2
566,Chardonnay,Bordeaux,2.25,Medium,18.47,3.21,267.5,23.46,2023-09-23,6.1,44.2,736.5
567,Chardonnay,Mendoza,2.66,High,23.35,3.13,222.29,13.84,2023-08-04,10.2,57.9,751.9
568,Zinfandel,Tuscany,1.99,Medium,11.91,3.19,250.16,13.31,2023-09-05,10.4,52.4,233.1
569,Riesling,Bordeaux,2.62,High,22.48,3.92,283.11,12.07,2023-09-11,11.0,45.5,692.4
570,Riesling,Barossa Valley,3.16,High,19.04,4.1,308.66,22.89,2023-08-23,11.8,46.8,222.6
571,Syrah,Sonoma,3.15,High,21.73,3.37,144.16,17.5,2023-08-13,11.9,52.5,420.3
572,Merlot,Rioja,1.8,Medium,13.36,4.07,211.41,20.12,2023-09-28,6.4,30.2,525.4
573,Cabernet Sauvignon,Barossa Valley,2.88,High,24.74,3.25,302.03,13.59,2023-09-12,10.9,33.1,288.9
574,Chardonnay,Barossa Valley,3.44,High,27.26,3.47,346.84,21.37,2023-08-04,9.9,65.3,647.8
575,Riesling,Rioja,2.57,High,14.33,3.12,316.86,21.4,2023-09-24,9.9,33.1,205.0
576,Syrah,Loire Valley,1.51,Medium,11.91,3.7,161.44,14.69,2023-09-07,6.8,58.3,301.2
577,Sauvignon Blanc,Loire Valley,1.92,Medium,10.47,4.17,108.55,16.16,2023-09-17,9.9,66.8,548.5
578,Syrah,Sonoma,2.93,High,22.84,3.64,196.82,13.15,2023-09-15,11.9,40.8,628.6
579,Chardonnay,Barossa Valley,3.4,High,22.14,3.3,272.49,24.65,2023-09-16,11.5,44.8,750.0
580,Chardonnay,Bordeaux,2.68,High,20.93,3.71,197.77,19.68,2023-09-01,8.6,52.8,623.3
581,Syrah,Tuscany,1.98,Medium,14.64,2.97,194.95,24.02,2023-09-19,6.2,65.3,603.1
582,Cabernet Sauvignon,Sonoma,2.0,Medium,17.82,4.04,301.47,14.55,2023-09-14,8.2,67.7,436.6
583,Pinot Noir,Mendoza,3.33,High,21.89,3.5,158.42,21.73,2023-08-31,11.0,59.6,200.8
584,Chardonnay,Rioja,3.04,High,19.94,3.43,307.94,21.49,2023-08-07,10.2,33.5,272.1
585,Syrah,Barossa Valley,3.31,High,29.76,3.62,172.04,20.37,2023-08-06,8.8,56.8,520.7
586,Riesling,Sonoma,1.97,Medium,12.73,3.67,148.47,24.48,2023-08-22,6.3,46.4,605.1
587,Syrah,Napa Valley,2.51,High,23.9,2.9,186.2,15.9,2023-08-01,8.6,48.8,450.5
588,Merlot,Napa Valley,2.02,Medium,18.09,3.76,278.73,11.96,2023-08-31,8.8,32.0,638.4
589,Pinot Noir,Loire Valley,3.03,High,18.56,3.14,87.8,20.08,2023-09-12,11.6,37.6,513.1
590,Sauvignon Blanc,Rioja,3.15,High,24.35,3.8,108.93,20.94,2023-09-19,9.8,61.6,244.5
591,Cabernet Sauvignon,Tuscany,2.61,High,23.85,3.95,335.43,18.63,2023-09-26,7.9,48.2,315.2
592,Zinfandel,Bordeaux,2.82,High,29.83,3.93,102.65,13.1,2023-09-15,9.2,42.1,704.0
593,Sauvignon Blanc,Tuscany,1.71,Medium,12.57,3.57,220.32,17.57,2023-09-06,6.4,45.4,634.9
594,Pinot Noir,Tuscany,2.4,Medium,12.08,3.53,223.79,14.68,2023-09-20,11.8,64.2,736.9
595,Pinot Noir,Tuscany,2.54,High,24.49,3.0,196.89,16.41,2023-08-24,8.2,60.0,270.5
596,Pinot Noir,Rioja,2.73,High,21.57,3.89,243.42,19.68,2023-09-15,8.9,40.9,794.1
597,Sauvignon Blanc,Tuscany,2.34,Medium,15.48,3.18,118.95,21.18,2023-09-13,8.1,34.7,325.6
598,Riesling,Mendoza,2.01,Medium,11.59,3.5,215.8,13.48,2023-08-16,10.1,40.1,207.1
599,Pinot Noir,Rioja,2.1,Medium,11.71,3.2,161.65,16.08,2023-09-26,10.0,66.8,798.5
600,Syrah,Mendoza,2.93,High,27.88,2.99,248.5,14.04,2023-09-28,10.3,53.3,368.6
601,Sauvignon Blanc,Rioja,1.65,Medium,13.84,3.68,92.37,12.98,2023-08-29,7.6,51.3,600.8
602,Zinfandel,Loire Valley,2.33,Medium,16.47,2.88,221.26,21.75,2023-09-10,7.9,53.9,306.0
603,Pinot Noir,Sonoma,2.12,Medium,14.53,3.85,105.58,23.64,2023-09-25,6.8,44.6,548.1
604,Syrah,Napa Valley,2.38,Medium,17.1,3.24,133.59,15.55,2023-08-07,9.9,62.3,742.4
605,Riesling,Tuscany,1.69,Medium,11.39,2.8,115.61,21.27,2023-08-09,6.2,50.9,392.1
606,Merlot,Loire Valley,3.02,High,20.38,3.52,104.85,23.45,2023-09-02,9.6,34.7,602.2
607,Riesling,Sonoma,2.59,High,11.35,2.87,297.71,22.69,2023-09-27,11.2,35.2,312.7
608,Zinfandel,Napa Valley,2.95,High,26.01,3.19,135.71,12.74,2023-08-13,11.3,51.5,574.9
609,Pinot Noir,Barossa Valley,2.46,Medium,14.67,3.79,328.14,24.34,2023-09-01,8.7,67.5,401.9
610,Zinfandel,Bordeaux,2.34,Medium,20.8,2.89,340.98,15.65,2023-08-28,8.8,42.3,326.7
611,Sauvignon Blanc,Mendoza,2.36,Medium,27.6,3.98,221.38,15.09,2023-09-04,6.5,64.8,387.9
612,Chardonnay,Barossa Valley,2.34,Medium,23.02,2.81,92.9,10.94,2023-09-11,10.0,60.6,307.3
613,Pinot Noir,Rioja,2.85,High,20.66,3.15,162.36,17.29,2023-09-30,10.9,39.9,741.1
614,Chardonnay,Napa Valley,1.66,Medium,16.49,3.84,289.32,11.64,2023-08-15,7.5,31.5,438.3
615,Syrah,Barossa Valley,2.0,Medium,16.66,3.24,160.22,13.73,2023-08-19,8.5,34.1,347.2
616,Merlot,Bordeaux,2.81,High,23.39,2.94,76.11,14.75,2023-08-16,11.0,59.1,469.0
617,Cabernet Sauvignon,Loire Valley,3.83,Premium,29.88,3.3,217.04,22.13,2023-08-22,11.3,38.0,392.3
618,Zinfandel,Napa Valley,2.76,High,23.24,3.18,303.54,23.13,2023-08-08,7.5,44.9,646.7
619,Riesling,Barossa Valley,2.4,Medium,21.16,3.98,288.78,14.54,2023-08-18,9.3,50.1,782.7
620,Merlot,Mendoza,2.81,High,24.61,3.24,102.54,22.88,2023-08-05,7.2,59.0,462.8
621,Pinot Noir,Mendoza,2.36,Medium,19.3,3.9,251.83,22.86,2023-09-06,6.6,34.5,716.6
622,Chardonnay,Sonoma,2.62,High,11.2,4.05,116.15,21.47,2023-09-09,11.5,46.3,539.5
623,Riesling,Barossa Valley,2.62,High,21.25,3.41,115.46,12.2,2023-09-30,10.9,49.4,294.3
624,Chardonnay,Tuscany,3.46,High,29.15,4.07,312.22,20.35,2023-09-04,10.6,51.6,614.4
625,Sauvignon Blanc,Barossa Valley,2.02,Medium,13.51,3.33,124.9,24.18,2023-08-20,6.3,62.7,508.1
626,Chardonnay,Loire Valley,3.2,High,23.8,4.15,128.97,20.24,2023-09-22,11.1,36.9,590.4
627,Sauvignon Blanc,Napa Valley,1.86,Medium,14.02,2.93,50.2,14.97,2023-09-09,8.6,62.3,733.8
628,Syrah,Napa Valley,2.43,Medium,20.72,3.76,311.2,17.51,2023-08-06,8.1,57.7,464.3
629,Riesling,Loire Valley,2.31,Medium,11.93,3.49,287.78,19.69,2023-08-11,9.3,52.2,740.7
630,Riesling,Barossa Valley,2.09,Medium,19.01,3.34,238.2,17.66,2023-09-28,6.5,58.0,650.4
631,Cabernet Sauvignon,Loire Valley,2.73,High,25.12,3.69,275.08,11.8,2023-09-30,10.5,46.5,493.2
632,Pinot Noir,Bordeaux,2.24,Medium,16.95,3.79,95.61,14.68,2023-09-03,9.5,35.5,561.9
633,Sauvignon Blanc,Rioja,2.61,High,23.3,2.81,187.5,22.04,2023-08-13,7.1,56.6,395.3
634,Cabernet Sauvignon,Loire Valley,2.82,High,25.91,3.03,155.37,22.92,2023-08-22,7.1,51.0,790.2
635,Chardonnay,Mendoza,2.36,Medium,28.54,3.8,78.13,12.06,2023-09-05,7.1,55.6,600.4
636,Chardonnay,Loire Valley,2.07,Medium,14.69,3.73,195.84,24.29,2023-08-28,6.3,43.5,226.3
637,Cabernet Sauvignon,Napa Valley,2.23,Medium,17.99,4.15,326.22,14.93,2023-08-08,9.5,66.3,396.0
638,Riesling,Mendoza,2.59,High,13.05,3.87,62.02,19.93,2023-09-23,11.0,53.5,574.0
639,Chardonnay,Napa Valley,2.8,High,29.85,4.13,137.44,21.28,2023-09-03,6.1,33.4,233.8
640,Zinfandel,Sonoma,2.89,High,28.54,3.78,112.26,22.18,2023-08-17,6.3,48.0,214.3
641,Syrah,Tuscany,2.94,High,20.8,3.22,121.44,24.19,2023-08-30,9.4,60.3,470.0
642,Syrah,Napa Valley,3.0,High,26.84,2.95,322.53,14.69,2023-08-05,10.9,61.8,399.6
643,Zinfandel,Mendoza,2.66,High,20.42,3.89,190.42,22.88,2023-09-25,8.0,49.8,463.0
644,Cabernet Sauvignon,Sonoma,2.18,Medium,22.47,3.7,189.89,11.98,2023-09-04,8.1,65.8,357.6
645,Zinfandel,Napa Valley,2.25,Medium,11.78,2.87,278.17,20.58,2023-08-02,9.6,40.7,298.8
646,Sauvignon Blanc,Bordeaux,2.87,High,25.11,3.3,96.35,21.13,2023-08-18,7.6,46.4,613.5
647,Sauvignon Blanc,Loire Valley,1.7,Medium,12.55,4.14,196.18,20.17,2023-08-02,6.2,65.9,508.7
648,Cabernet Sauvignon,Tuscany,2.98,High,26.52,3.5,179.0,13.78,2023-09-01,10.4,65.9,320.1
649,Zinfandel,Napa Valley,3.35,High,25.64,3.41,229.07,23.1,2023-08-02,9.8,57.4,391.8
650,Sauvignon Blanc,Sonoma,2.59,High,24.17,3.44,349.87,12.53,2023-08-03,9.5,64.4,555.1
651,Riesling,Bordeaux,1.74,Medium,10.72,3.09,280.83,10.8,2023-09-23,10.5,33.6,243.3
652,Zinfandel,Barossa Valley,2.72,High,16.06,3.32,169.36,20.76,2023-09-04,10.1,64.6,288.5
653,Riesling,Sonoma,1.95,Medium,15.26,3.32,298.27,17.13,2023-08-27,7.2,42.8,243.9
654,Sauvignon Blanc,Loire Valley,2.42,Medium,17.2,2.87,101.21,22.74,2023-09-30,8.1,37.1,687.4
655,Syrah,Sonoma,1.53,Medium,11.75,3.87,59.14,15.75,2023-09-22,6.8,39.6,651.4
656,Sauvignon Blanc,Bordeaux,2.4,Medium,28.74,3.38,111.33,12.52,2023-09-14,6.8,46.7,652.0
657,Riesling,Sonoma,3.04,High,21.08,3.95,152.12,22.55,2023-09-29,10.1,40.0,629.8
658,Merlot,Bordeaux,2.66,High,16.11,3.99,203.17,18.23,2023-08-02,11.2,42.8,601.6
659,Pinot Noir,Napa Valley,2.53,High,17.94,3.1,234.54,12.84,2023-08-20,11.8,35.4,486.2
660,Chardonnay,Rioja,2.84,High,18.94,3.72,323.18,20.81,2023-08-10,9.8,41.8,585.4
661,Zinfandel,Bordeaux,2.41,Medium,22.01,3.46,202.96,17.67,2023-09-03,7.1,52.9,223.0
662,Merlot,Bordeaux,2.19,Medium,20.31,4.03,200.38,19.06,2023-09-13,6.6,47.7,572.9
663,Sauvignon Blanc,Tuscany,3.28,High,28.39,3.1,65.07,16.91,2023-09-14,10.9,43.9,666.7
664,Syrah,Bordeaux,2.92,High,19.94,3.75,60.47,22.43,2023-09-03,9.5,59.9,500.2
665,Cabernet Sauvignon,Bordeaux,3.57,Premium,29.84,3.65,215.35,22.44,2023-09-08,9.7,65.7,414.5
666,Sauvignon Blanc,Barossa Valley,3.44,High,27.03,3.21,181.45,20.64,2023-08-06,10.7,60.3,366.5
667,Syrah,Rioja,1.93,Medium,14.17,2.99,301.75,11.58,2023-09-13,10.2,43.3,585.7
668,Pinot Noir,Napa Valley,3.7,Premium,28.61,3.71,98.2,22.58,2023-09-03,11.0,59.8,615.7
669,Sauvignon Blanc,Loire Valley,1.78,Medium,12.33,3.83,57.49,20.07,2023-09-17,6.3,36.1,722.6
670,Riesling,Tuscany,3.36,High,26.35,3.24,184.71,20.46,2023-09-24,10.5,35.2,405.4
671,Cabernet Sauvignon,Barossa Valley,2.62,High,17.61,3.7,121.24,15.44,2023-08-22,11.1,43.8,661.9
672,Syrah,Mendoza,3.1,High,27.56,3.35,64.88,23.19,2023-08-21,7.7,62.3,536.8
673,Syrah,Rioja,3.33,High,27.36,3.8,267.38,20.88,2023-08-19,9.8,39.9,729.7
674,Syrah,Napa Valley,2.29,Medium,26.12,3.08,83.48,11.69,2023-08-13,7.9,32.5,516.7
675,Pinot Noir,Napa Valley,3.17,High,25.8,4.05,232.5,16.12,2023-08-08,11.7,35.3,510.6
676,Sauvignon Blanc,Mendoza,2.12,Medium,16.09,3.2,134.31,23.3,2023-09-27,6.2,64.3,546.7
677,Pinot Noir,Loire Valley,1.68,Medium,11.62,3.31,102.05,10.71,2023-09-03,9.5,55.4,649.6
678,Zinfandel,Bordeaux,2.3,Medium,18.06,2.88,163.93,24.42,2023-08-14,7.0,40.1,778.8
679,Chardonnay,Barossa Valley,2.47,Medium,13.47,2.96,290.43,20.19,2023-09-01,10.3,52.2,244.1
680,Chardonnay,Sonoma,2.64,High,23.9,3.52,167.63,19.47,2023-09-11,7.1,51.1,232.1
681,Zinfandel,Tuscany,1.84,Medium,16.92,3.17,275.23,14.06,2023-09-06,7.4,56.2,762.5
682,Sauvignon Blanc,Sonoma,2.8,High,29.51,3.97,87.65,13.73,2023-09-17,9.0,39.3,517.9
683,Riesling,Mendoza,3.32,High,22.82,2.82,281.83,24.13,2023-09-02,11.5,64.6,568.9
684,Pinot Noir,Napa Valley,2.46,Medium,26.45,3.33,121.08,14.47,2023-09-27,7.3,42.4,489.5
685,Cabernet Sauvignon,Loire Valley,2.03,Medium,12.65,3.27,253.22,21.63,2023-09-20,6.9,57.8,256.2
686,Syrah,Napa Valley,3.03,High,27.24,2.83,219.73,15.9,2023-09-18,10.6,30.6,660.9
687,Syrah,Tuscany,2.61,High,28.46,2.97,328.74,12.09,2023-08-10,9.0,44.9,648.3
688,Sauvignon Blanc,Napa Valley,2.48,Medium,19.74,3.38,166.2,10.16,2023-08-06,11.5,44.1,387.0
689,Riesling,Napa Valley,2.42,Medium,22.13,3.49,69.85,18.16,2023-09-23,6.9,51.7,383.7
690,Chardonnay,Tuscany,3.34,High,25.3,3.37,55.75,24.64,2023-08-19,9.9,32.9,702.7
691,Chardonnay,Barossa Valley,1.8,Medium,13.5,3.54,298.06,15.54,2023-09-09,7.4,61.6,243.4
692,Syrah,Barossa Valley,2.08,Medium,20.05,3.63,207.42,15.36,2023-09-29,6.9,38.7,728.7
693,Sauvignon Blanc,Tuscany,2.33,Medium,17.97,2.81,282.57,15.16,2023-08-20,10.1,57.1,354.0
694,Pinot Noir,Loire Valley,2.28,Medium,12.93,3.45,120.33,17.81,2023-09-25,9.6,62.1,555.8
695,Chardonnay,Mendoza,2.47,Medium,17.35,4.15,153.53,16.61,2023-08-21,10.5,52.5,761.6
696,Pinot Noir,Rioja,2.19,Medium,11.36,3.53,59.03,23.2,2023-08-28,7.9,59.6,606.9
697,Riesling,Napa Valley,1.92,Medium,10.52,3.75,338.45,17.58,2023-08-09,8.7,56.5,448.7
698,Chardonnay,Loire Valley,2.0,Medium,12.7,3.24,250.36,17.62,2023-09-01,8.4,44.2,613.7
699,Chardonnay,Napa Valley,3.18,High,29.26,3.88,329.96,12.08,2023-08-16,11.9,62.4,406.4
700,Merlot,Rioja,2.66,High,20.99,3.88,129.65,24.74,2023-09-14,7.8,41.8,366.4
701,Chardonnay,Mendoza,2.7,High,29.32,3.53,233.44,13.75,2023-08-16,7.8,52.8,798.0
702,Zinfandel,Barossa Valley,1.77,Medium,18.65,4.17,253.55,11.1,2023-08-28,8.1,59.8,650.5
703,Cabernet Sauvignon,Loire Valley,2.47,Medium,16.24,2.98,145.26,19.95,2023-09-04,9.4,45.2,586.8
704,Zinfandel,Bordeaux,2.28,Medium,20.12,2.82,304.43,18.93,2023-08-02,7.5,42.1,413.2
705,Sauvignon Blanc,Bordeaux,2.76,High,18.79,3.88,334.15,16.23,2023-09-22,11.5,48.4,229.5
706,Sauvignon Blanc,Rioja,1.71,Medium,12.11,3.93,315.46,16.33,2023-09-23,7.6,62.7,218.6
707,Pinot Noir,Bordeaux,3.32,High,22.82,2.97,271.72,21.78,2023-08-06,11.4,67.2,532.5
708,Zinfandel,Barossa Valley,1.47,Low,14.32,3.17,133.24,12.94,2023-09-02,6.6,51.8,657.2
709,Zinfandel,Rioja,3.02,High,22.39,2.82,134.48,22.3,2023-09-24,9.9,56.5,522.4
710,Zinfandel,Barossa Valley,3.26,High,23.0,3.21,339.01,19.73,2023-08-28,11.4,66.1,704.5
711,Riesling,Mendoza,1.67,Medium,13.04,3.88,53.09,16.28,2023-08-27,7.0,33.9,220.1
712,Chardonnay,Napa Valley,2.49,Medium,11.23,3.53,264.81,16.87,2023-08-22,11.8,39.3,420.1
713,Cabernet Sauvignon,Mendoza,2.59,High,25.62,3.29,261.87,13.85,2023-09-04,8.7,58.4,342.2
714,Pinot Noir,Mendoza,3.21,High,19.2,3.32,236.81,21.28,2023-08-01,11.7,62.9,468.4
715,Zinfandel,Barossa Valley,2.09,Medium,11.16,2.8,347.03,17.69,2023-08-05,10.1,64.3,243.4
716,Zinfandel,Rioja,2.74,High,29.9,3.22,143.56,14.81,2023-09-28,7.8,46.6,772.5
